Velocity Moving Average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.4340813311810277
1.4340813311810277
1.439297843942234
1.4679537562230975
1.440507963071242
1.4434992817739398
1.4109218545456481
1.4153199995340093
1.5797537382470506
1.5764570574614452
1.551592443451588
1.5642339528255707
1.5342799962215667
1.6261254669056453
1.6052198899225079
1.5084987247718873
2.4719819345104743
3.2618215289613413
3.2530100710094776
3.2530100710094776
3.2109916693867055
3.2109916693867055
3.4021474654087616
3.233249041895985
3.312830214163581
3.6185871916473316
3.523183517402451
3.336318087593031
3.3273679017088145
3.3451086175005966
3.214643504951284
3.2213868108728385
3.255987792265609
3.470932182362028
3.6483772650624773
3.9100299627812904
3.9794563721847735
4.0366970468288015
3.8952374575018482
3.9394923366585965
4.060671416062168
4.154792258409029
4.24616955644624
4.190107507928403
4.1437746504328175
4.274024691122921
3.351410859853719
2.5922827940617186
2.6790683273423337
2.8988426371364415
3.1026847433169156
3.299160098630272
3.2627704203384598
3.3880763014868265
3.4821779492130136
3.27371511003823
3.348660077566414
3.431090162369569
3.616475913884783
3.685668302290185
3.8315562259079834
3.8783590464501176
3.8792885019067986
3.703054388420594
3.557681540496224
3.3138528815524073
3.453288548539485
3.4505424832671383
3.509636407589551
3.4974341939518765
3.407677820100327
3.3106539711481977
3.2250814057212716
3.2350820202610198
3.235874734703868
3.132165929653191
3.091296551183807
3.1430574302811682
3.2485725174998
3.169932526896332
3.061108365655743
2.9216338706177
2.8183048170586558
2.762651168698534
2.6498551988540204
2.860447266090363
2.731631392129709
2.672640854746102
2.4810706284078887
2.4596620879192432
2.367687105916232
2.3648694320983625
2.333557796427754
2.2648051081317684
2.3298052903275255
2.3845854392349097
2.187543985129556
2.095644582546908
2.043050559638414
2.296174203069128
2.2866260008117325
2.2469335414390144
2.261364827128786
2.2233442546749504
2.175893385773269
2.200804290127392
2.2711984663721276
2.1717667726314627
2.1965142839960743
2.117023886169837
2.1488229838225195
2.117191446987306
2.034429261107523
2.393415970310521
2.9450233683130307
2.626180104496949
2.606556261661523
3.421665316353495
3.402936881618257
3.614757395106474
3.6715268280215505
3.6207983753757307
3.6155306281324853
3.628558445143365
3.5445138451824088
3.481946155808209
3.5568463498173544
3.6715011858239937
3.6618503591238283
3.373417693457884
3.3192037563342676
3.3879650348121166
3.432200999659119
3.399286791569603
3.330064705514594
3.2786125655210436
3.2450799808192015
3.242659102657215
3.113804550308178
3.1375567856521744
3.022439711636038
3.0182969455588293
3.028405050900423
2.6348086240578983
2.1206189793110317
2.255272382580395
2.255687236123438
1.4179252769161323
1.400721910159693
1.1948137106305685
1.0841313361007052
1.1159515007215817
1.2187940881867712
1.2057662711758916
1.3543644488407984
1.341336631829919
1.2583008448833044
1.213268502404624
1.2309991176902932
1.3301447904089772
1.4177597310367538
1.348998452558905
1.4110973593137326
1.406294146547091
1.5051598502888006
1.618666463260078
1.5818048717171842
1.7127031827973727
1.6779999469724698
1.7242622450001441
1.7780139623252535
1.7880415812611397
1.835440863716584
1.878069550591689
1.8110485891112043
1.7439505974985383
2.090816787395332
2.1327216812355534
2.205600769160511
2.333947757103637
